CRICOS Provider Code,Institution Name,Location Name,Location Type,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Postcode
03433F,Platinum Properties Melbourne Pty Limited,PIA Ballarat - Unit 6 422 Sutton St DELACOMBE VIC 3356,Location owned and operated by provider,Unit 6 422 Sutton St,,,,DELACOMBE,VIC,3356
03433F,Platinum Properties Melbourne Pty Limited,PIA Braybrook - Unit 2 244-246 Ballarat Rd BRAYBROOK VIC 3019,Location owned and operated by provider,244-246 Ballarat Rd,Unit 2,,,BRAYBROOK,VIC,3019
03435D,Gateway College of Technology Pty Ltd,313 North Melbourne,Location owned and operated by provider,287 Macaulay Rd,,,,NORTH MELBOURNE,VIC,3051
03435D,Gateway College of Technology Pty Ltd,Kensington,Location owned and operated by provider,Unit 5 60 Stubbs St,,,,KENSINGTON,VIC,3031
03437B,Perth Technical College Pty Ltd,ATCWA NSW BANKSTOWN,Location owned and operated by provider,47 Rickard Rd,,,,BANKSTOWN,NSW,2200
03437B,Perth Technical College Pty Ltd,"Grnd Flr & Lvl 1, 2-8 Francis St Perth WA",Location owned and operated by provider,8 Francis St,"Level G, 1",,,Perth,WA,6000
03438A,The Wales Institute Pty Ltd,Melbourne,Location owned and operated by provider,Level 7 21 Victoria Street,,,,Melbourne,VIC,3000
03438A,The Wales Institute Pty Ltd,Perth,Location owned and operated by provider,Level 1 440 William Street,,,,Perth,WA,6000
03438A,The Wales Institute Pty Ltd,The Wales Institute - Mary Street,Location owned and operated by provider,Level 4 72-82 Mary St,,,,SURRY HILLS,NSW,2010
03439M,Mercury Institute of Victoria Pty Ltd,"Level 1, 117 Lonsdale Street MELBOURNE VIC",Location owned and operated by provider,28 Rutland Rd,,,,Box Hill,VIC,3128
03439M,Mercury Institute of Victoria Pty Ltd,MIV Canberra Campus - 15 Moore St CANBERRA ACT,Location owned and operated by provider,15 Moore St,,,,CANBERRA,ACT,2601
03441F,Russo Business School Pty Ltd,"349 Queen Street, Brisbane",Arrangement with other registered provider,349 Queen St,,,,Brisbane,QLD,4000
03442E,Australian Hospitality Skills Recognition Pty Ltd,"1/220 Princess Highway, Kogarah Bay, NSW 2217",Location owned and operated by provider,220 Princess Hwy,,,,Kogarah Bay,NSW,2217
03442E,Australian Hospitality Skills Recognition Pty Ltd,40-45 Mary Street Kingston Qld 4114,Location owned and operated by provider,320 Adelaide St,Level 7,,,BRISBANE CITY,QLD,4000
03442E,Australian Hospitality Skills Recognition Pty Ltd,"740 Ann Street, Fortitude Valley QLD, 4006",Location owned and operated by provider,740 Ann St,,,,Fortitude Valley,QLD,4006
03442E,Australian Hospitality Skills Recognition Pty Ltd,"ASMI Head Office - Office 1, Level 5, 269 Wickam St, FORTITUDE VALLEY",Location owned and operated by provider,269 Wickham St,Level 5,,,FORTITUDE VALLE,QLD,4006
03442E,Australian Hospitality Skills Recognition Pty Ltd,Australian Skills Management Institute NSW,Location owned and operated by provider,"Level 2, 222 Pitt St",,,,SYDNEY,NSW,2000
03442E,Australian Hospitality Skills Recognition Pty Ltd,"Level 7, 320 Adelaide Street, Brisbane",Location owned and operated by provider,320 Adelaide St,Level 7,,,BRISBANE CITY,QLD,4000
03442E,Australian Hospitality Skills Recognition Pty Ltd,Office 2 Level 8 269 Wickham St FORTITUDE VALLEY,Location owned and operated by provider,Office 2 Level 8 269 Wickham St,,,,FORTITUDE VALLEY,QLD,4006
03442E,Australian Hospitality Skills Recognition Pty Ltd,Office 4 Level 7 269 Wickham St FORTITUDE VALLEY,Location owned and operated by provider,Office 4 Level 7 269 Wickham St FORTITE VALLEY,,,,FORTITUDE VALLEY,QLD,4006
03442E,Australian Hospitality Skills Recognition Pty Ltd,"Suite 801A, Level 8 Rhodes Waterside",Location owned and operated by provider,"Suite 801A, Level 8 Rhodes Waterside",1 Rider Bvd,,,RHODES,NSW,2138
03443D,Global Business College Of Australia Pty Ltd,"338 Queen Street, MELBOURNE, VIC, 3000",Location owned and operated by provider,338 Queen St,,,,Melbourne,VIC,3000
03443D,Global Business College Of Australia Pty Ltd,Level 2 337 La Trobe Street,Location owned and operated by provider,337 La Trobe St,Level 2 ,,,Melbourne,VIC,3000
03444C,Choice Business College Pty Ltd,"Level 6, 541 Kent St, sydney NSW 2000",Location owned and operated by provider,"Level 6, 541 Kent St",,,,Sydney,NSW,2000
03444C,Choice Business College Pty Ltd,"Level 7, 541 Kent St SYDNEY NSW 2000",Arrangement with Non Registered Provider,"Suite 301, Level 7",541 Kent St,,,SYDNEY,NSW,2000
03444C,Choice Business College Pty Ltd,Melbourne Campus,Location owned and operated by provider,201 Fitzroy St,,,,ST KILDA,VIC,3182
03445B,International Institute (Aust) Pty Ltd,1 Star Cres DOCKLANDS VIC 3008,Location owned and operated by provider,1 Star Crescent,,,,DOCKLANDS,VIC,3008
03445B,International Institute (Aust) Pty Ltd,International Institute (Aust) Pty Ltd,Location owned and operated by provider,398 Lonsdale St,Level 1,,,Melbourne,VIC,3000
03446A,ORANGE INTERNATIONAL COLLEGE PTY LTD,"235 Ingles St, Port Melbourne",Location owned and operated by provider,235 Ingles St,,,,Port Melbourne,VIC,3207
03446A,ORANGE INTERNATIONAL COLLEGE PTY LTD,Collins Street Melbourne,Location owned and operated by provider,420 Collins St,Level 6,,,Melbourne,VIC,3000
03447M,Bankstown Community College Inc.,"Bankstown Campus - Level 1, 457 Chapel Road Bankstown NSW 2200",Location owned and operated by provider,457 Chapel Rd,Level 1,,,Bankstown,NSW,2200
03447M,Bankstown Community College Inc.,"City Campus - Level 1, 16-22 Wentworth Ave SURRY HILLS NSW 2010",Arrangement with other registered provider,16 Wentworth Ave,Level 1,,,SURRY HILLS,NSW,2010
03449J,Australian Harvard International College Pty Ltd,"27 Sydney Street, Marrickville NSW 2204",Location owned and operated by provider,27 Sydney Street,,,,MARRICKVILLE,NSW,2204
03449J,Australian Harvard International College Pty Ltd,Level 1 84-86 Mary St,Location owned and operated by provider,Level 1 84-86 Mary St,,,,SURRY HILLS,NSW,2010
03449J,Australian Harvard International College Pty Ltd,"Unit 2, 13 Louise Avenue, Ingleburn NSW 2565",Location owned and operated by provider,Unit 2,13 Louise Avenue,,,INGLEBURN,NSW,2565
03450E,Global Education Consultant Pty Ltd,"Suite 1, Level 14, 190 Queen Street MELBOURNE VIC 3000",Location owned and operated by provider,"Suite 1, Level 14, 190 Queen Street",,,,Melbounre,VIC,3000
03452C,Axial Training Pty Ltd,382 Sturt St Townsville QLD 4810,Location owned and operated by provider,382 Sturt St,,,,Townsville,QLD,4810
03452C,Axial Training Pty Ltd,55 Leopold Street Aitkenvale QLD 4814,Location owned and operated by provider,2994 Logan Rd,,,,Underwood,QLD,4119
03453B,Masters In Training Pty Ltd,"Level 6, 271 William Street Melbourne 3000",Location owned and operated by provider,271 William St,Level 6 ,,,MELBOURNE,VIC,3000
03453B,Masters In Training Pty Ltd,St Kilda Rd,Location owned and operated by provider,608 St Kilda Rd,Level 3,,,Melbourne,VIC,3004
03456K,Australian International College Pty Ltd,38 College St Darlinghurst NSW 2010,Location owned and operated by provider,38 College St,"Level G, 2",,,Darlinghurst,NSW,2010
03457J,Times Academy Pty Ltd,"Level 4, 338 Pitt Street, SYDNEY",Location owned and operated by provider,338 Pitt St,Level 4,,,Sydney,NSW,2000
03457J,Times Academy Pty Ltd,Times Academy (Sussex Street),Location owned and operated by provider,452 Flinders St,,,,MELBOURNE,VIC,3000
03459G,Lexis Asia Pty Ltd,30-32 South Steyne Manly NSW 2095,Location owned and operated by provider,30 South Steyne,,,,Manly,NSW,2095
03459G,Lexis Asia Pty Ltd,6 Lanyana Way Noosa Heads Qld 4567,Location owned and operated by provider,6 Lanyana Way,,,,Noosa Heads,QLD,4567
03459G,Lexis Asia Pty Ltd,Lexis Education Brisbane  - 288 Edward St BRISBANE QLD 4000,Location owned and operated by provider,288 Edward St,,,,Brisbane,QLD,4000
03459G,Lexis Asia Pty Ltd,"Lexis Engish Byron Bay - 16-20 Ruskin Street, Byron Bay NSW 2481",Location owned and operated by provider,16 Ruskin St,,,,Byron Bay,NSW,2481
03459G,Lexis Asia Pty Ltd,Lexis Sunshine Coast - Shop 4 26 Duporth Ave MAROOCHYDORE QLD 4558,Arrangement with Non Registered Provider,26 Duporth Ave,,,,MAROOCHYDORE,QLD,4558
03459G,Lexis Asia Pty Ltd,Lexis Training Perth - 197 Georges Tce Perth WA 6000,Location owned and operated by provider,197 Georges Tce,,,,Perth,WA,6000
03459G,Lexis Asia Pty Ltd,The Culinary Academy,Location owned and operated by provider,28 Sunshine Beach Rd,,,,NOOSA HEADS,QLD,4567
03461B,Australia Christian College Pty Ltd,5 Burwood Hwy WANTIRNA VIC 3152,Arrangement with Non Registered Provider,5 Burwood Hwy,,,,WANTIRNA,VIC,3152
03461B,Australia Christian College Pty Ltd,ACC Sydney Campus-24 Euston St,Arrangement with other registered provider,24 Euston St,,,,RYDALMERE,NSW,2116
03461B,Australia Christian College Pty Ltd,Brisbane Roncorn Campus,Location owned and operated by provider,124 Nemies Rd,,,,RUNCORN,QLD,4113
03464K,Compass Rose International College Pty Ltd,2/54-56 Paradise Avenue Miami Qld 4220,Location owned and operated by provider,56 Paradise Ave,,,,MIAMI,QLD,4220
03464K,Compass Rose International College Pty Ltd,OCEANICO POWERBOATS - 80 Cabbage Tree Point Rd STEIGLITZ  QLD 4207,Location owned and operated by provider,80 Cabbage Tree Point Rd,,,,STEIGLITZ,QLD,4207
03465J,The Canberra Training School Pty. Ltd.,75 Gozzard Street Gungahlin ACT 2913,Location owned and operated by provider,17 Oatley Ct,,,,BELCONNEN,ACT,2617
03465J,The Canberra Training School Pty. Ltd.,Belconnen Churches Centre,Location owned and operated by provider,"Suite 26, Level 2, 54 Benjamin Way",,,,BELCONNEN,ACT,2617
03465J,The Canberra Training School Pty. Ltd.,"CBTC - Braddon - 100 Northbourne Ave, BRADDON ACT 2612",Location owned and operated by provider,100 Northbourne Ave,,,,BRADDON,ACT,2612
03465J,The Canberra Training School Pty. Ltd.,CBTC BRADDON,Location owned and operated by provider,Unit 2 48 Mort St,,,,BRADDON,ACT,2612
03465J,The Canberra Training School Pty. Ltd.,"CBTC Sydney - 24-32 Lexington Dr, Bella Vista NSW 2153",Location owned and operated by provider,24-32 Lexington Dr,,,,Bella Vista,NSW,2153
03466G,Queensland College of Music Pty Ltd,Woolloongabba,Location owned and operated by provider,12 Annerley Rd,Level 1 ,,,Woolloongabba,QLD,4102
03467G,Insight Academy Pty Ltd,188  Normandy Rd Southbank VIC 3006,Location owned and operated by provider,188 Normandy Rd,,,,Southbank,VIC,3006
03467G,Insight Academy Pty Ltd,Out of Space,Location owned and operated by provider,Level 2 399 Lonsdale Street,,,,MELBOURNE,VIC,3000
03468F,Macallan College Pty Ltd,Macallan Brisbane Campus,Location owned and operated by provider,151 Wellington Rd,,,,EAST BRISBANE,QLD,4169
03468F,Macallan College Pty Ltd,Macallan College Pty Ltd (Adelaide - SA),Location owned and operated by provider,50 Grenfell St,Level 10,,,Adelaide,SA,5000
03468F,Macallan College Pty Ltd,Macallan College Pty Ltd (Harris Park - NSW),Location owned and operated by provider,11 Parkes St,,,,HARRIS PARK,NSW,2150
03468F,Macallan College Pty Ltd,Macallan College Pty Ltd (Perth - WA),Location owned and operated by provider,440 William St,Level 3,,,PERTH,WA,6000
03468F,Macallan College Pty Ltd,Macallan College Pty Ltd (Richmond - NSW),Location owned and operated by provider,104 Ham St,,,,SOUTH WINDSOR,NSW,2756
03469E,Australian Institute of Advanced Studies Pty Ltd,Mount Gravatt East,Location owned and operated by provider,1030 Cavendish Rd,,,L Block,Mount Gravatt East,QLD,4122
03472K,Education Hub Pty Ltd,14 Prospect St Box Hill,Location owned and operated by provider,14 Prospect St,Level 1,,,Box Hill,VIC,3128
03472K,Education Hub Pty Ltd,Level 3 Q2,Location owned and operated by provider,Level 3 301 2 Queen St,,,,MELBOURNE,VIC,3000
03472K,Education Hub Pty Ltd,Turner English Queen,Location owned and operated by provider,Suite 108,2 Queen Street,,,Melbourne,VIC,3000
03473J,Aventia Institute Pty Ltd,Kitchen Site,Location owned and operated by provider,Shop 5 92 Commercial Rd,,,,TENERIFFE,QLD,4005
03473J,Aventia Institute Pty Ltd,Upper Mount Gravatt,Location owned and operated by provider,57 Sanders St,,,,UPPER MOUNT GRAVATT,QLD,4122
03474G,HCR Constructions Pty Ltd,Salisbury,Location owned and operated by provider,524 Beaudesert Rd,,,,Salisbury,QLD,4107
03474G,HCR Constructions Pty Ltd,Unit 9 91 Wembley Road Logan Central Qld,Location owned and operated by provider,91 Wembley Rd,,,,Logan Central,QLD,4114
03474G,HCR Constructions Pty Ltd,Wickham Street Fortitude Valley,Location owned and operated by provider,Office 5 Level 6 269 Wickham St,,,,FORTITUDE VALLEY,QLD,4006
03475G,Site Institute Pty Ltd,Coopers Plains Trade Campus - Unit 2 855 Boundary Rd COOPERS PLAINS QLD 4108,Location owned and operated by provider,Unit 2 855 Boundary Rd,,,,COOPERS PLAINS,QLD,4108
03475G,Site Institute Pty Ltd,South Bank Campus - Office 1 Level 2 52 Merivale St SOUTH BRISBANE QLD 4101,Location owned and operated by provider,Office 1 Level 2 52 Merivale St,,,,SOUTH BRISBANE,QLD,4101
03477E,Vanshraj Enterprises Pty Ltd,"Sydney Road, Coburg",Location owned and operated by provider,171 Sydney Rd,,,,Coburg,VIC,3058
03478D,Astar Training Institute Pty Ltd,BQ Sydney,Location owned and operated by provider,Suite 1901 Level 19 233 Castlereagh Street,,,,Sydney,NSW,2000
03478D,Astar Training Institute Pty Ltd,"Phillip St, Parramatta",Location owned and operated by provider,55 Phillip St,,,Suite 5 & 6,Parramatta,NSW,2150
03479C,Australian Institute of English Pty Ltd,Castlereagh St Campus - Level 5 245 Castlereagh St SYDNEY NSW 2000,Location owned and operated by provider,"Level 5, 245 Castlereagh St",,,,Sydney,NSW,2000
03479C,Australian Institute of English Pty Ltd,"Level 13,  338-340 Pitt St SYDNEY NSW 2000",Location owned and operated by provider,338 Pitt St,Level 13,,,SYDNEY,NSW,2000
03480K,Australasian International Academy Pty Ltd,"Suite 1, Level 5, 545 Kent Street",Location owned and operated by provider,545 Kent St,Level 5,,Suite 1,Sydney,NSW,2000
03481J,Sydney Training Institute Incorporated,Sydney Training Institute Incorporated,Location owned and operated by provider,1a Spire Ct,,,,Hoxton Park,NSW,2171
03482G,Thinkgate Learning Pty Ltd,Commercial Kitchen 11-17 Jeffcott St,Location owned and operated by provider,11-17 Jeffcott St,,,,WEST MELBOURNE,VIC,3003
03482G,Thinkgate Learning Pty Ltd,Level 14/474 Flinders St,Location owned and operated by provider,474 Flinders St,Level 14,,,MELBOURNE,VIC,3000
03483G,RTO Connect Pty Ltd,4-6 Baxter St Coburg,Location owned and operated by provider,4-6 Baxter St,,,,Coburt,VIC,3058
03483G,RTO Connect Pty Ltd,Lonsdale St Melbourne,Location owned and operated by provider,123 Lonsdale St,Level 2,,,Melbourne,VIC,3000
03483G,RTO Connect Pty Ltd,Northcote,Location owned and operated by provider,623 High St,,,,Northcote,VIC,3071
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,"City Campus - Lvl3, 108 Margaret St, Brisbane",Location owned and operated by provider,108 Margaret St,Level 3,,,Brisbane,QLD,4000
03486D,AUSTRALIAN ACADEMY OF TRADES PTY LTD,Level 9 138 Albert St,Location owned and operated by provider,Level 9 138 Albert St,,,,BRISBANE,QLD,4000
03487C,Vocational Training Institute Pty Ltd,Melbourne Campus,Location owned and operated by provider,182 Capel Street,,,,North Melbourne,VIC,3051
03489A,M.S Aviation Pty Ltd,"Level 4, 123-129 Lonsdale Street, Melbourne",Location owned and operated by provider,123 Lonsdale St,Level 4,,,Melbourne,VIC,3000
03489A,M.S Aviation Pty Ltd,"Level 4, 18 Elizabeth Street, Hobart",Location owned and operated by provider,18 Elizabeth St,,,,Hobart,TAS,7000
03490G,Llewellyn Projects Pty Ltd,Lonsdale Street Campus,Location owned and operated by provider,Level 1 382 Lonsdale St,,,,MELBOURNE,VIC,3000
03496B,Milestone English Academy Pty Ltd,"Level 1, 252 Lygon Street, Carlton VIC 3053",Location owned and operated by provider,"Level 1, 252 Lygon Street",,,,Carlton,VIC,3053
03497A,Scots English College Pty Ltd,Bay 3 - 2 Locomotive St EVELEIGH NSW 2015,Arrangement with other registered provider,Bay 3 - 2 Locomotive St,,,,EVELEIGH,NSW,2015
03497A,Scots English College Pty Ltd,CBD Campus,Location owned and operated by provider,Level 5 841 George St,,,,HAYMARKET,NSW,2000
03499K,Training Australia First Pty Ltd,"1836 Sydney Road, Campbellfield VIC 3061",Location owned and operated by provider,1836 Sydney Rd,,,,Campbellfield,VIC,3061
